train_acc,train_loss,val_acc,val_loss
0.06591578947368422,4.1834626,0.08920000000000002,3.930311
0.11978947368421056,3.74596,0.11959999999999998,3.684776
0.15745263157894734,3.5099084,0.1448,3.4767978
0.1840421052631579,3.3401115,0.1796,3.3597345
0.20720000000000002,3.2070572,0.1944,3.263588
0.22589473684210526,3.1151495,0.19920000000000002,3.2780664
0.2392,3.040083,0.2372,3.049491
0.2518947368421053,2.9693673,0.25880000000000003,2.9650419
0.2650947368421052,2.9080896,0.25720000000000004,2.9192262
0.27444210526315793,2.8690145,0.284,2.836245
0.28513684210526313,2.8166795,0.28640000000000004,2.8160954
0.2904210526315789,2.7814019,0.2824,2.8814607
0.2974315789473685,2.7422116,0.28920000000000007,2.9021802
0.30328421052631577,2.7128057,0.30079999999999996,2.7945611
0.31298947368421054,2.6813228,0.30160000000000003,2.7695284
0.3176631578947368,2.653138,0.3256,2.6798553
0.31911578947368424,2.629892,0.31200000000000006,2.7264814
0.32842105263157895,2.600365,0.3116,2.73583
0.3347578947368421,2.5845323,0.32439999999999997,2.647099
0.3373684210526316,2.5578434,0.3188,2.747323
0.3420631578947369,2.536872,0.3423999999999999,2.6383123
0.34597894736842105,2.5204089,0.324,2.6182947
0.3506105263157895,2.5018456,0.3468,2.5703783
0.3531578947368421,2.4835174,0.3452,2.5642042
0.3547578947368421,2.4738529,0.3444,2.6007416
0.36149473684210526,2.457189,0.3576,2.5487309
0.36492631578947365,2.4385495,0.35120000000000007,2.5090303
0.36486315789473683,2.431464,0.3532,2.5251882
0.36856842105263155,2.4135642,0.358,2.4915898
0.37252631578947365,2.4005227,0.3432,2.6330893
0.37496842105263156,2.3878736,0.36119999999999997,2.5004656
0.3749052631578947,2.3789566,0.3748,2.4534664
0.3778105263157895,2.370448,0.37200000000000005,2.499428
0.3823368421052632,2.361989,0.374,2.4878063
0.3809473684210526,2.3470895,0.37879999999999997,2.4268506
0.3856,2.338195,0.38159999999999994,2.4650397
0.38665263157894736,2.3238518,0.36840000000000006,2.4637058
0.387621052631579,2.3125355,0.3632,2.5635507
0.39046315789473685,2.3122203,0.38799999999999996,2.3901184
0.3920842105263158,2.303426,0.3852,2.4030073
0.39418947368421053,2.2971578,0.3904000000000001,2.3834994
0.3942947368421053,2.2872734,0.3732000000000001,2.4231255
0.39757894736842103,2.2727652,0.3932,2.352316
0.3993263157894737,2.27169,0.39680000000000004,2.3381028
0.40193684210526315,2.2641144,0.386,2.3985014
0.40372631578947366,2.255233,0.39159999999999995,2.4080553
0.40568421052631576,2.2443364,0.38520000000000004,2.3672767
0.4063789473684211,2.2408574,0.3899999999999999,2.4078197
0.4093052631578947,2.2320938,0.40279999999999994,2.3377216
0.4078105263157895,2.2263393,0.39280000000000004,2.3434289
0.4107157894736842,2.2229507,0.39,2.3941631
0.41010526315789475,2.2183928,0.4008,2.3246503
0.41741052631578945,2.2007196,0.39880000000000004,2.3554537
0.41665263157894744,2.1987205,0.4068,2.2952592
0.41772631578947367,2.1915042,0.39799999999999996,2.3045166
0.41812631578947373,2.1877508,0.41200000000000003,2.276174
0.4198105263157895,2.1843343,0.39399999999999996,2.3942327
0.4224421052631579,2.1774065,0.40559999999999996,2.2917104
0.42151578947368423,2.1775165,0.4175999999999999,2.2942858
0.4222526315789474,2.1696978,0.4052,2.320825
0.42549473684210526,2.1642404,0.4092,2.2588513
0.4250526315789474,2.1592603,0.4092,2.2981827
0.42589473684210527,2.1487324,0.3968,2.3405795
0.42766315789473686,2.1536884,0.4132,2.2725823
0.4284,2.1489542,0.4056,2.3138053
0.4306736842105263,2.1389153,0.4120000000000001,2.2996535
0.4288842105263158,2.1411908,0.4208,2.2568853
0.4310947368421053,2.1314218,0.41119999999999995,2.2743814
0.4312842105263158,2.1247425,0.42480000000000007,2.252426
0.4328631578947369,2.1271782,0.4224,2.2541127
0.434821052631579,2.1196623,0.4168,2.2783053
0.4358947368421053,2.1117504,0.40959999999999996,2.2482157
0.435221052631579,2.1149807,0.41919999999999996,2.265541
0.4376421052631579,2.1065998,0.41759999999999997,2.227992
0.43547368421052635,2.1122773,0.42560000000000003,2.2688808
0.43747368421052635,2.1055913,0.4232,2.2314079
0.4369052631578948,2.102906,0.4208,2.2244058
0.4392842105263158,2.0928705,0.426,2.2428038
0.438,2.0955083,0.42080000000000006,2.2367413
0.43686315789473684,2.0982237,0.41759999999999997,2.2378633
0.43981052631578954,2.086488,0.4296,2.2117188
0.4405894736842106,2.0906794,0.42480000000000007,2.229815
0.44079999999999997,2.0894845,0.424,2.217812
0.440842105263158,2.086613,0.4268,2.2224047
0.442021052631579,2.0829036,0.42479999999999996,2.23147
0.44490526315789475,2.0789359,0.43000000000000005,2.208587
0.4440631578947369,2.075581,0.42480000000000007,2.2202156
0.4468,2.0704365,0.4228,2.2180753
0.44583157894736836,2.0710135,0.4244,2.232047
0.44360000000000005,2.0715685,0.4228,2.2173347
0.44275789473684213,2.075074,0.428,2.2097561
0.44547368421052636,2.0671828,0.43040000000000006,2.2082627
0.44326315789473686,2.065545,0.43119999999999997,2.2273893
0.44715789473684214,2.0695205,0.4252,2.2123573
0.4460421052631579,2.0711727,0.42519999999999997,2.2176576
0.44522105263157896,2.0648744,0.4276,2.2215497
0.4455368421052632,2.0669394,0.42200000000000004,2.2153306
0.4475789473684211,2.0599494,0.4228,2.2203314
0.4481263157894737,2.0609243,0.42840000000000006,2.2201746
0.4481052631578948,2.0569077,0.42800000000000005,2.2071905
