train_acc,train_loss,val_acc,val_loss
0.06172631578947369,4.2063584,0.0932,3.9123545
0.11522105263157896,3.7458827,0.1332,3.5683963
0.1624842105263158,3.4255426,0.1856,3.3087928
0.20366315789473682,3.197996,0.23759999999999998,3.0671692
0.23911578947368423,3.0365715,0.2528,2.9612591
0.2593473684210526,2.9151423,0.278,2.8223372
0.2794736842105264,2.8109365,0.2812,2.8318434
0.2889052631578948,2.742038,0.3024,2.6633978
0.3045263157894737,2.679888,0.3328,2.579555
0.31524210526315793,2.6244118,0.33520000000000005,2.5404418
0.32113684210526316,2.5993612,0.3312,2.5490143
0.33153684210526313,2.55331,0.34759999999999996,2.4734473
0.3365894736842105,2.5191119,0.3576,2.4696794
0.3438526315789474,2.4882128,0.3704,2.3834276
0.34953684210526315,2.4682293,0.37439999999999996,2.3654168
0.3572,2.4319541,0.35519999999999996,2.443406
0.3583368421052631,2.4198787,0.35839999999999994,2.436514
0.3631368421052632,2.4010572,0.37800000000000006,2.3180876
0.3684,2.3798275,0.36560000000000004,2.372138
0.37183157894736846,2.3621948,0.392,2.2961838
0.3758736842105263,2.3441124,0.4004,2.189732
0.3794736842105263,2.329942,0.40880000000000005,2.231289
0.38141052631578953,2.320613,0.40519999999999995,2.2191885
0.3832421052631579,2.302225,0.4068,2.2256875
0.38677894736842106,2.2898712,0.4032,2.2548625
0.3933684210526316,2.2772026,0.4023999999999999,2.2155595
0.39237894736842105,2.2705643,0.382,2.4221582
0.39602105263157894,2.2549913,0.41240000000000004,2.1465495
0.39707368421052636,2.2406974,0.41239999999999993,2.1594033
0.3990315789473684,2.2387948,0.4188,2.1379516
0.402778947368421,2.2322228,0.4228,2.1231084
0.40378947368421053,2.2153018,0.42119999999999996,2.1262178
0.40488421052631585,2.2066493,0.42840000000000006,2.1168265
0.40692631578947375,2.2023573,0.41320000000000007,2.1940057
0.4113473684210527,2.1878793,0.43320000000000003,2.082686
0.41067368421052636,2.181079,0.4204,2.1309216
0.4125052631578947,2.1783931,0.4316,2.106761
0.41568421052631577,2.1709862,0.4236,2.141735
0.4150736842105263,2.1634445,0.436,2.087043
0.41789473684210526,2.1516209,0.4232,2.1023927
0.42166315789473685,2.1413012,0.4224,2.1165223
0.4197894736842105,2.1427977,0.4432,2.0072205
0.42488421052631575,2.1328332,0.426,2.0895174
0.4242105263157895,2.1305206,0.43759999999999993,2.036386
0.4215368421052632,2.1317296,0.444,2.0070834
0.42667368421052637,2.114774,0.44839999999999997,2.0244348
0.4266315789473684,2.11429,0.44959999999999994,2.0103002
0.43,2.1089532,0.4572,1.9738421
0.4325263157894737,2.0952618,0.4632,1.9953473
0.4305894736842105,2.0902202,0.45799999999999996,1.9635109
0.4321473684210526,2.0883682,0.45,1.9821326
0.43560000000000004,2.0799348,0.45520000000000005,1.9949123
0.436421052631579,2.0751781,0.46799999999999997,1.9324889
0.437978947368421,2.0649047,0.45439999999999997,1.9534788
0.438,2.065693,0.4708,1.8990598
0.440021052631579,2.0573337,0.45360000000000006,1.9550285
0.440778947368421,2.0549655,0.4732,1.9023967
0.4435789473684211,2.0492613,0.4644,1.9508537
0.4456421052631579,2.0399797,0.46840000000000004,1.916233
0.4462736842105264,2.0282254,0.4568,1.963087
0.443578947368421,2.0346541,0.4716,1.9331365
0.44896842105263157,2.0256186,0.4744,1.8825634
0.4463157894736842,2.0234396,0.47720000000000007,1.9105437
0.4497894736842106,2.01889,0.472,1.8777304
0.44867368421052634,2.0084076,0.4663999999999999,1.9132757
0.45050526315789474,2.004231,0.4788,1.8718818
0.4538315789473684,1.9969462,0.4828,1.8724756
0.45570526315789467,1.9956253,0.4788,1.8617148
0.4550105263157895,1.9909667,0.474,1.8863713
0.4552842105263158,1.9848138,0.48519999999999996,1.8404901
0.45618947368421053,1.9799604,0.4828,1.8784778
0.45831578947368423,1.9779217,0.47600000000000003,1.8771423
0.46023157894736844,1.9766686,0.4772,1.8585304
0.46399999999999997,1.9636688,0.47879999999999995,1.8436307
0.4634105263157895,1.9606405,0.48119999999999996,1.8557838
0.4664631578947368,1.955045,0.4976,1.8199227
0.46421052631578946,1.9528481,0.48719999999999997,1.8260759
0.4662105263157895,1.9469637,0.4868,1.8292551
0.46593684210526315,1.9475455,0.49079999999999996,1.8244535
0.46667368421052635,1.9478294,0.49239999999999995,1.8334454
0.4710736842105263,1.9374939,0.49560000000000004,1.809089
0.47174736842105264,1.9318408,0.4984,1.8154397
0.4690105263157895,1.9310205,0.494,1.8136821
0.4707578947368421,1.9303852,0.494,1.8055705
0.4694526315789474,1.9233894,0.48879999999999996,1.8122047
0.47117894736842103,1.9251466,0.49520000000000003,1.8176984
0.47237894736842106,1.9236883,0.4932,1.8155091
0.4742736842105264,1.9239808,0.49400000000000005,1.792439
0.4748631578947368,1.9157869,0.49520000000000003,1.7953147
0.47227368421052635,1.9193428,0.49920000000000003,1.8014476
0.47648421052631573,1.9091474,0.4928,1.8119568
0.47296842105263165,1.9147027,0.49879999999999997,1.8042859
0.4716842105263158,1.9159393,0.4996,1.791319
0.4750947368421053,1.9125468,0.4968,1.7935197
0.47450526315789476,1.9084895,0.5012,1.79794
0.4751157894736842,1.9110457,0.4984,1.7998863
0.4771157894736842,1.9064909,0.5008,1.7996756
0.47541052631578945,1.9077194,0.49639999999999995,1.7965455
0.47517894736842115,1.9099337,0.4936,1.7965419
0.4738526315789474,1.9118054,0.4996,1.7878435
